verbobl;verb;case;isikumäärus;aja-kohamäärus;muu;deprel
nähtuma - ad (kellel/millel);nähtuma;ad (kellel/millel);mitte kunagi;alati;muu;obl
kandideerima - ad (kellel/millel);kandideerima;ad (kellel/millel);mitte kunagi;vahel;muu;obl
meenuma - ad (kellel/millel);meenuma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
osalema kokku - ad (kellel/millel);osalema kokku;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
tellima - ad (kellel/millel);tellima;ad (kellel/millel);mitte kunagi;alati;muu;obl
vastutama - ad (kellel/millel);vastutama;ad (kellel/millel);mitte kunagi;alati;muu;obl
eeldama - ad (kellel/millel);eeldama;ad (kellel/millel);mitte kunagi;alati;pole kindel;obl
tulema tagasi - ad (kellel/millel);tulema tagasi;ad (kellel/millel);vahel;vahel;muu;obl
lahendama - ad (kellel/millel);lahendama;ad (kellel/millel);mitte kunagi;vahel;muu ja pole kindel;obl
armastama - ad (kellel/millel);armastama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
esietenduma - ad (kellel/millel);esietenduma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
hävitama - ad (kellel/millel);hävitama;ad (kellel/millel);mitte kunagi;vahel;muu ja pole kindel;obl
naasma - ad (kellel/millel);naasma;ad (kellel/millel);mitte kunagi;alati;muu;obl
registreerima - ad (kellel/millel);registreerima;ad (kellel/millel);mitte kunagi;vahel;muu;obl
kukkuma välja - ad (kellel/millel);kukkuma välja;ad (kellel/millel);mitte kunagi;alati;muu;obl
ujuma - ad (kellel/millel);ujuma;ad (kellel/millel);mitte kunagi;alati;muu;obl
voolama - ad (kellel/millel);voolama;ad (kellel/millel);vahel;alati;mitte kunagi;obl
kalduma - ad (kellel/millel);kalduma;ad (kellel/millel);mitte kunagi;alati;muu;obl
kommenteerima - ad (kellel/millel);kommenteerima;ad (kellel/millel);mitte kunagi;vahel;muu;obl
jagunema - ad (kellel/millel);jagunema;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
konkureerima - ad (kellel/millel);konkureerima;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
lükkama - ad (kellel/millel);lükkama;ad (kellel/millel);mitte kunagi;alati;muu;obl
põgenema - ad (kellel/millel);põgenema;ad (kellel/millel);mitte kunagi;vahel;muu;obl
sõitma otsa - ad (kellel/millel);sõitma otsa;ad (kellel/millel);mitte kunagi;vahel;muu;obl
kajastuma - ad (kellel/millel);kajastuma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
laiutama - ad (kellel/millel);laiutama;ad (kellel/millel);vahel;vahel;muu;obl
sujuma - ad (kellel/millel);sujuma;ad (kellel/millel);vahel;vahel;mitte kunagi;obl
vabastama - ad (kellel/millel);vabastama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
kirjutama alla - ad (kellel/millel);kirjutama alla;ad (kellel/millel);mitte kunagi;vahel;muu;obl
leppima - ad (kellel/millel);leppima;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
sisenema - ad (kellel/millel);sisenema;ad (kellel/millel);mitte kunagi;alati;muu;obl
tunnustama - ad (kellel/millel);tunnustama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
kavandama - ad (kellel/millel);kavandama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
laienema - ad (kellel/millel);laienema;ad (kellel/millel);mitte kunagi;vahel;muu;obl
vestlema - ad (kellel/millel);vestlema;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
huvitama - ad (kellel/millel);huvitama;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
jääma alles - ad (kellel/millel);jääma alles;ad (kellel/millel);vahel;vahel;muu;obl
lööma välja - ad (kellel/millel);lööma välja;ad (kellel/millel);vahel;vahel;muu;obl
väljenduma - ad (kellel/millel);väljenduma;ad (kellel/millel);vahel;vahel;muu ja pole kindel;obl
katsetama - ad (kellel/millel);katsetama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
kolima - ad (kellel/millel);kolima;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
seletama - ad (kellel/millel);seletama;ad (kellel/millel);mitte kunagi;alati;muu;obl
võrdlema - ad (kellel/millel);võrdlema;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
ütlema üles - ad (kellel/millel);ütlema üles;ad (kellel/millel);vahel;vahel;muu;obl
hoidma kinni - ad (kellel/millel);hoidma kinni;ad (kellel/millel);vahel;vahel;pole kindel;obl
lähenema - ad (kellel/millel);lähenema;ad (kellel/millel);mitte kunagi;vahel;muu;obl
taastama - ad (kellel/millel);taastama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
lõhkema - ad (kellel/millel);lõhkema;ad (kellel/millel);mitte kunagi;vahel;muu;obl
vahendama - ad (kellel/millel);vahendama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
eraldama - ad (kellel/millel);eraldama;ad (kellel/millel);mitte kunagi;alati;muu;obl
olema rahul - ad (kellel/millel);olema rahul;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
saama valmis - ad (kellel/millel);saama valmis;ad (kellel/millel);vahel;vahel;mitte kunagi;obl
asetama - ad (kellel/millel);asetama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
iseloomustama - ad (kellel/millel);iseloomustama;ad (kellel/millel);mitte kunagi;alati;muu;obl
jõustuma - ad (kellel/millel);jõustuma;ad (kellel/millel);mitte kunagi;alati;pole kindel;obl
laskma maha - ad (kellel/millel);laskma maha;ad (kellel/millel);mitte kunagi;alati;muu;obl
saama tagasi - ad (kellel/millel);saama tagasi;ad (kellel/millel);mitte kunagi;alati;muu;obl
tootma - ad (kellel/millel);tootma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
viima läbi - ad (kellel/millel);viima läbi;ad (kellel/millel);mitte kunagi;vahel;muu;obl
nähtuma ette - ad (kellel/millel);nähtuma ette;ad (kellel/millel);mitte kunagi;vahel;muu;obl
peksma - ad (kellel/millel);peksma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
hoidma peal - ad (kellel/millel);hoidma peal;ad (kellel/millel);vahel;vahel;muu;obl
vajutama - ad (kellel/millel);vajutama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
järgima - ad (kellel/millel);järgima;ad (kellel/millel);mitte kunagi;alati;muu;obl
kukkuma läbi - ad (kellel/millel);kukkuma läbi;ad (kellel/millel);mitte kunagi;alati;muu;obl
käivitama - ad (kellel/millel);käivitama;ad (kellel/millel);mitte kunagi;alati;muu;obl
koosnema - ad (kellel/millel);koosnema;ad (kellel/millel);mitte kunagi;vahel;muu;obl
suhtlema - ad (kellel/millel);suhtlema;ad (kellel/millel);mitte kunagi;vahel;muu;obl
tulema juurde - ad (kellel/millel);tulema juurde;ad (kellel/millel);mitte kunagi;vahel;muu;obl
hoolitsema - ad (kellel/millel);hoolitsema;ad (kellel/millel);mitte kunagi;vahel;muu;obl
kõlbama - ad (kellel/millel);kõlbama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
langema välja - ad (kellel/millel);langema välja;ad (kellel/millel);mitte kunagi;vahel;muu;obl
loovutama - ad (kellel/millel);loovutama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
kritiseerima - ad (kellel/millel);kritiseerima;ad (kellel/millel);mitte kunagi;alati;muu;obl
nentima - ad (kellel/millel);nentima;ad (kellel/millel);mitte kunagi;alati;muu;obl
põrutama - ad (kellel/millel);põrutama;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
tormama - ad (kellel/millel);tormama;ad (kellel/millel);mitte kunagi;alati;muu;obl
halvenema - ad (kellel/millel);halvenema;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
harjuma - ad (kellel/millel);harjuma;ad (kellel/millel);mitte kunagi;alati;muu;obl
minema ära - ad (kellel/millel);minema ära;ad (kellel/millel);vahel;vahel;muu ja vaieldav märgendus;obl
toetuma - ad (kellel/millel);toetuma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
kiskuma - ad (kellel/millel);kiskuma;ad (kellel/millel);vahel;vahel;muu ja pole kindel;obl
venima - ad (kellel/millel);venima;ad (kellel/millel);mitte kunagi;vahel;muu;obl
võtma sisse - ad (kellel/millel);võtma sisse;ad (kellel/millel);mitte kunagi;alati;muu;obl
pakkuma välja - ad (kellel/millel);pakkuma välja;ad (kellel/millel);mitte kunagi;vahel;muu;obl
vallutama - ad (kellel/millel);vallutama;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
tundma ära - ad (kellel/millel);tundma ära;ad (kellel/millel);mitte kunagi;alati;muu;obl
vahistama - ad (kellel/millel);vahistama;ad (kellel/millel);mitte kunagi;alati;muu;obl
kulmineeruma - ad (kellel/millel);kulmineeruma;ad (kellel/millel);mitte kunagi;alati;muu;obl
valvama - ad (kellel/millel);valvama;ad (kellel/millel);mitte kunagi;vahel;muu ja pole kindel;obl
ühendama - ad (kellel/millel);ühendama;ad (kellel/millel);mitte kunagi;alati;muu;obl
abielluma - ad (kellel/millel);abielluma;ad (kellel/millel);mitte kunagi;alati;muu;obl
kustuma - ad (kellel/millel);kustuma;ad (kellel/millel);vahel;vahel;muu;obl
suhtuma - ad (kellel/millel);suhtuma;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
taastuma - ad (kellel/millel);taastuma;ad (kellel/millel);vahel;vahel;muu;obl
valdama - ad (kellel/millel);valdama;ad (kellel/millel);vahel;vahel;muu ja pole kindel;obl
edenema - ad (kellel/millel);edenema;ad (kellel/millel);vahel;vahel;muu;obl
marssima - ad (kellel/millel);marssima;ad (kellel/millel);mitte kunagi;vahel;muu;obl
asutama - ad (kellel/millel);asutama;ad (kellel/millel);vahel;vahel;muu;obl
hõlmama - ad (kellel/millel);hõlmama;ad (kellel/millel);mitte kunagi;vahel;muu ja pole kindel;obl
sekkuma - ad (kellel/millel);sekkuma;ad (kellel/millel);mitte kunagi;vahel;muu ja pole kindel;obl
tuletama - ad (kellel/millel);tuletama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
varjama - ad (kellel/millel);varjama;ad (kellel/millel);mitte kunagi;alati;muu;obl
kuluma ära - ad (kellel/millel);kuluma ära;ad (kellel/millel);vahel;vahel;muu;obl
kõrguma - ad (kellel/millel);kõrguma;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
vallandama - ad (kellel/millel);vallandama;ad (kellel/millel);mitte kunagi;alati;muu;obl
tappima - ad (kellel/millel);tappima;ad (kellel/millel);mitte kunagi;vahel;muu;obl
tõotama - ad (kellel/millel);tõotama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
väärima - ad (kellel/millel);väärima;ad (kellel/millel);vahel;vahel;muu;obl
minema välja - ad (kellel/millel);minema välja;ad (kellel/millel);vahel;alati;mitte kunagi;obl
poseerima - ad (kellel/millel);poseerima;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
rebima - ad (kellel/millel);rebima;ad (kellel/millel);vahel;vahel;muu;obl
jääma välja - ad (kellel/millel);jääma välja;ad (kellel/millel);mitte kunagi;vahel;muu;obl
panema kinni - ad (kellel/millel);panema kinni;ad (kellel/millel);vahel;vahel;muu;obl
vallanduma - ad (kellel/millel);vallanduma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
ihkama - ad (kellel/millel);ihkama;ad (kellel/millel);mitte kunagi;alati;muu;obl
mainima - ad (kellel/millel);mainima;ad (kellel/millel);mitte kunagi;alati;muu;obl
noppima - ad (kellel/millel);noppima;ad (kellel/millel);mitte kunagi;alati;muu;obl
varastama - ad (kellel/millel);varastama;ad (kellel/millel);mitte kunagi;alati;muu;obl
arendama - ad (kellel/millel);arendama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
jääma ette - ad (kellel/millel);jääma ette;ad (kellel/millel);mitte kunagi;vahel;muu;obl
kallinema - ad (kellel/millel);kallinema;ad (kellel/millel);vahel;vahel;muu;obl
siduma - ad (kellel/millel);siduma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
vahetama välja - ad (kellel/millel);vahetama välja;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
õitsema - ad (kellel/millel);õitsema;ad (kellel/millel);mitte kunagi;alati;muu;obl
tõrjuma - ad (kellel/millel);tõrjuma;ad (kellel/millel);mitte kunagi;alati;muu;obl
korjama - ad (kellel/millel);korjama;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
pesitsema - ad (kellel/millel);pesitsema;ad (kellel/millel);mitte kunagi;alati;muu;obl
karjuma - ad (kellel/millel);karjuma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
olema ära - ad (kellel/millel);olema ära;ad (kellel/millel);vahel;vahel;muu;obl
kasutama ära - ad (kellel/millel);kasutama ära;ad (kellel/millel);mitte kunagi;alati;muu;obl
lahvatama - ad (kellel/millel);lahvatama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
minema tarvis - ad (kellel/millel);minema tarvis;ad (kellel/millel);vahel;vahel;pole kindel;obl
reageerima - ad (kellel/millel);reageerima;ad (kellel/millel);mitte kunagi;vahel;muu;obl
reisima - ad (kellel/millel);reisima;ad (kellel/millel);mitte kunagi;vahel;muu;obl
kiitma heaks - ad (kellel/millel);kiitma heaks;ad (kellel/millel);mitte kunagi;vahel;muu;obl
pistma - ad (kellel/millel);pistma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
siirduma - ad (kellel/millel);siirduma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
eralduma - ad (kellel/millel);eralduma;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
katsuma - ad (kellel/millel);katsuma;ad (kellel/millel);mitte kunagi;alati;muu;obl
käima ringi - ad (kellel/millel);käima ringi;ad (kellel/millel);mitte kunagi;vahel;muu;obl
sõitma ringi - ad (kellel/millel);sõitma ringi;ad (kellel/millel);mitte kunagi;alati;muu;obl
tegema ilma - ad (kellel/millel);tegema ilma;ad (kellel/millel);mitte kunagi;alati;muu;obl
tulenema - ad (kellel/millel);tulenema;ad (kellel/millel);mitte kunagi;vahel;muu ja pole kindel;obl
kahtlustama - ad (kellel/millel);kahtlustama;ad (kellel/millel);vahel;vahel;muu;obl
kerkima esile - ad (kellel/millel);kerkima esile;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
rändama - ad (kellel/millel);rändama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
saama sisse - ad (kellel/millel);saama sisse;ad (kellel/millel);mitte kunagi;alati;muu;obl
taanduma - ad (kellel/millel);taanduma;ad (kellel/millel);vahel;vahel;muu;obl
takerduma - ad (kellel/millel);takerduma;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
teavitama - ad (kellel/millel);teavitama;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
veenduma - ad (kellel/millel);veenduma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
haigestuma - ad (kellel/millel);haigestuma;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
pooldama - ad (kellel/millel);pooldama;ad (kellel/millel);mitte kunagi;alati;muu;obl
sätestama - ad (kellel/millel);sätestama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
diagnoosima - ad (kellel/millel);diagnoosima;ad (kellel/millel);vahel;vahel;muu;obl
juhendama - ad (kellel/millel);juhendama;ad (kellel/millel);mitte kunagi;alati;muu;obl
vahetuma - ad (kellel/millel);vahetuma;ad (kellel/millel);mitte kunagi;vahel;muu ja vaieldav märgendus;obl
eitama - ad (kellel/millel);eitama;ad (kellel/millel);mitte kunagi;alati;muu;obl
jaksama - ad (kellel/millel);jaksama;ad (kellel/millel);mitte kunagi;alati;muu;obl
lakkama - ad (kellel/millel);lakkama;ad (kellel/millel);mitte kunagi;vahel;muu ja pole kindel;obl
võõrustama - ad (kellel/millel);võõrustama;ad (kellel/millel);mitte kunagi;alati;muu;obl
arutlema - ad (kellel/millel);arutlema;ad (kellel/millel);vahel;vahel;muu;obl
askeldama - ad (kellel/millel);askeldama;ad (kellel/millel);mitte kunagi;alati;muu;obl
kustutama - ad (kellel/millel);kustutama;ad (kellel/millel);mitte kunagi;alati;muu ja pole kindel;obl
rajama - ad (kellel/millel);rajama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
veerema - ad (kellel/millel);veerema;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
võtma kokku - ad (kellel/millel);võtma kokku;ad (kellel/millel);vahel;alati;mitte kunagi;obl
võtma välja - ad (kellel/millel);võtma välja;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
rahuldama - ad (kellel/millel);rahuldama;ad (kellel/millel);mitte kunagi;alati;muu;obl
teenindama - ad (kellel/millel);teenindama;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
täheldama - ad (kellel/millel);täheldama;ad (kellel/millel);mitte kunagi;alati;muu;obl
avalikustama - ad (kellel/millel);avalikustama;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
rabama - ad (kellel/millel);rabama;ad (kellel/millel);mitte kunagi;alati;muu;obl
süvenema - ad (kellel/millel);süvenema;ad (kellel/millel);vahel;vahel;muu;obl
tulema vastu - ad (kellel/millel);tulema vastu;ad (kellel/millel);mitte kunagi;alati;muu;obl
varisema kokku - ad (kellel/millel);varisema kokku;ad (kellel/millel);mitte kunagi;alati;muu;obl
vältima - ad (kellel/millel);vältima;ad (kellel/millel);mitte kunagi;alati;muu;obl
koonduma - ad (kellel/millel);koonduma;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
testima - ad (kellel/millel);testima;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
hüüdma - ad (kellel/millel);hüüdma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
keerlema - ad (kellel/millel);keerlema;ad (kellel/millel);mitte kunagi;vahel;muu;obl
tingima - ad (kellel/millel);tingima;ad (kellel/millel);mitte kunagi;vahel;muu;obl
väljastama - ad (kellel/millel);väljastama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
jutustama - ad (kellel/millel);jutustama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
linastuma - ad (kellel/millel);linastuma;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
seostuma - ad (kellel/millel);seostuma;ad (kellel/millel);vahel;vahel;muu;obl
vormistama - ad (kellel/millel);vormistama;ad (kellel/millel);mitte kunagi;alati;muu;obl
kujundama - ad (kellel/millel);kujundama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
minema üle - ad (kellel/millel);minema üle;ad (kellel/millel);vahel;vahel;muu;obl
valima välja - ad (kellel/millel);valima välja;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
kukkuma kokku - ad (kellel/millel);kukkuma kokku;ad (kellel/millel);mitte kunagi;alati;muu;obl
näitama üles - ad (kellel/millel);näitama üles;ad (kellel/millel);mitte kunagi;alati;muu;obl
panema välja - ad (kellel/millel);panema välja;ad (kellel/millel);mitte kunagi;alati;muu;obl
olema koha - ad (kellel/millel);olema koha;ad (kellel/millel);mitte kunagi;alati;muu;obl
organiseerima - ad (kellel/millel);organiseerima;ad (kellel/millel);mitte kunagi;vahel;muu;obl
põlema maha - ad (kellel/millel);põlema maha;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
seadma sisse - ad (kellel/millel);seadma sisse;ad (kellel/millel);mitte kunagi;vahel;muu;obl
fikseerima - ad (kellel/millel);fikseerima;ad (kellel/millel);mitte kunagi;alati;muu;obl
karistama - ad (kellel/millel);karistama;ad (kellel/millel);mitte kunagi;alati;muu;obl
minema läbi - ad (kellel/millel);minema läbi;ad (kellel/millel);mitte kunagi;vahel;muu;obl
tulema sisse - ad (kellel/millel);tulema sisse;ad (kellel/millel);vahel;vahel;muu;obl
kutsuma üles - ad (kellel/millel);kutsuma üles;ad (kellel/millel);mitte kunagi;vahel;muu;obl
meelitama - ad (kellel/millel);meelitama;ad (kellel/millel);mitte kunagi;alati;muu;obl
debüteerima - ad (kellel/millel);debüteerima;ad (kellel/millel);mitte kunagi;alati;muu;obl
lükkama tagasi - ad (kellel/millel);lükkama tagasi;ad (kellel/millel);mitte kunagi;vahel;muu;obl
olenema - ad (kellel/millel);olenema;ad (kellel/millel);mitte kunagi;vahel;muu;obl
puutuma - ad (kellel/millel);puutuma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
seiskuma - ad (kellel/millel);seiskuma;ad (kellel/millel);mitte kunagi;alati;mitte kunagi;obl
tugevnema - ad (kellel/millel);tugevnema;ad (kellel/millel);mitte kunagi;alati;muu;obl
tühistama - ad (kellel/millel);tühistama;ad (kellel/millel);mitte kunagi;alati;muu;obl
mõlkuma - ad (kellel/millel);mõlkuma;ad (kellel/millel);alati;mitte kunagi;muu;obl
naerma - ad (kellel/millel);naerma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
peegelduma - ad (kellel/millel);peegelduma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
peituma - ad (kellel/millel);peituma;ad (kellel/millel);mitte kunagi;vahel;muu;obl
pikendama - ad (kellel/millel);pikendama;ad (kellel/millel);mitte kunagi;alati;muu;obl
sarnanema - ad (kellel/millel);sarnanema;ad (kellel/millel);vahel;vahel;muu;obl
suusatama - ad (kellel/millel);suusatama;ad (kellel/millel);mitte kunagi;alati;muu;obl
tegema läbi - ad (kellel/millel);tegema läbi;ad (kellel/millel);mitte kunagi;vahel;muu;obl
võimutsema - ad (kellel/millel);võimutsema;ad (kellel/millel);mitte kunagi;alati;muu;obl
õigustama - ad (kellel/millel);õigustama;ad (kellel/millel);mitte kunagi;vahel;muu;obl
kaebama - ad (kellel/millel);kaebama;ad (kellel/millel);mitte kunagi;alati;muu;obl
